comment_id,is_useful,project,revision_id,parent_revision,branch,file_name,directory,change_type,line_number,message,RPT,review_date,change_id,request_id,reviewer_id,reviewer_name,author_id,category,comment_group,RCE,PRC,MR,RI,PN,CCR,FUR,DUR,IBF,INF,base_total_loc,reviewer_own_loc,total_commit,reviewer_made_commit,WRC,CL,comment_loc,CCY,RCSH,CV,RCS,file_total_review,prior_directory_review_count,PFRC,directory_review_experience,avg_rating,manual_rating,final_patch_number,final_revision,file_review_ratio,directory_review_ratio,file_ownership,recent_review,sample_rating,definition_rating,PDL,review_length,PDR
9fdfeff1_204cc69c,1,openstack%2Fnova,a76bed1000da15a6f45766484680e0b6ae352102,29e5b0ad7bde210f95885656768f0480d06882c0,master,api-ref/source/servers-actions.inc,api-ref/source,M,566,"I know this is a list in the spec:

https://specs.openstack.org/openstack/nova-specs/specs/stein/approved/show-server-group.html#rest-api-impact

But I'm not sure why since the server can only belong to at most one server group, so I would think this should just:

server_group: <server_group_id or None>",71,2/26/19 2:51,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,6873,Matt Riedemann,7543,Solution Approach,REFACTOR,2134,6437,4,15873,23,700,22,10,0,0,1143,0,60,1,0.0114754,151,151,1,0.0166667,1,0,71,1703,31,270,4,2,31,2cc7c0e58924b201d5353a6289883b0aec760543,0.43662,0.158544,0,0.194053,3.88,4.12,44,58,38.48
9fdfeff1_205fbd41,1,openstack%2Fnova,82875ec1713297627ba7e3b04a3604654e3fc547,1aca2efd1f6fe2a65383deec68c964c90068f426,master,doc/source/admin/networking.rst,doc/source/admin,M,283,drop,49,2/27/19 15:28,Iee98e8c0de9780a33917207ac40bc5ffd3045c61,625311,15334,Stephen Finucane,9708,Other,OTHER,454,2988,130,7991,25,101,2,2,0,0,192,0,3,0,0,289,289,1,0,1,0,4,1347,3,90,0,2,30,c6fddd785df4efd0acaa3817c1471ab45cdeab57,0.75,0.0668151,0,0.6,0,0,101,1,61.46
9fdfeff1_2069fdbc,1,openstack%2Fnova,df723adab02d84229b17cd57ae3b24704b1a69f2,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,master,nova/compute/api.py,nova/compute,M,818,"OK I see you copied this - can we pull this out into a private helper method, something like:

def _get_image_meta_obj(image_meta_dict)
   ....",71,2/27/19 15:06,I06fad233006c7bab14749a51ffa226c3801f951b,620706,6873,Matt Riedemann,28433,Organization of code,REFACTOR,2126,6420,6,144297,25,346,11,8,0,0,6053,117,2356,28,0.0185446,6080,916,887,0.0118845,0.150658,0.0193293,2080,5456,580,1620,3.68,2,32,5e7b840e48eb480ba1955e6ba52fbcaf9884c3fa,0.278846,0.296921,0.0193293,0.0778518,3.74,3.62,171,26,21.8
9fdfeff1_2099fdc2,1,openstack%2Fnova,3fbf336a38556db1fce2e9744a3c9712bf463614,9fab7e73e31bac3cab26c5aaeb773054ee917161,master,nova/monkey_patch.py,nova,A,37,Why is this added back in?,70,1/30/19 15:46,Id46e76666b553a10ec4654d4418a9884975b5b95,626952,6873,Matt Riedemann,10135,Question,DISCUSS,2182,6505,364,576,2,53,3,3,1,1,98,0,0,0,0,45,29,2,0,0.644444,0,0,3514,0,743,3.985,2,13,3c5e2b0e9fac985294a949852bb8c83d4ed77e04,0,0.21144,0,0,3.89,4.08,144,6,45.62
9fdfeff1_20e1a12b,1,openstack%2Fnova,8cf12f5843ddbc3954ef8c3bc774ecd6eb05a7b7,d46cb73fb001d35ae76ed30303b1cf8f63d5860c,master,nova/compute/manager.py,nova/compute,M,8348,"As a random aside, is there any reason to stick these functions at the bottom of the file as opposed to immediately after/before their caller?",49,2/19/19 16:15,I734cc01dce13f9e75a16639faf890ddb1661b7eb,620115,15334,Stephen Finucane,28714,Organization of code,REFACTOR,450,2945,2,424946,23,549,10,9,0,0,8319,7,3492,2,0.000959045,8411,1082,934,0.000572737,0.128641,0.000841447,3071,5454,188,359,3.68,1,35,fd8fdc934530fb49497bc6deaa72adfa51c8783a,0.0612178,0.0658232,0.000631826,0.00376633,3.74,3.62,331,26,42.11
9fdfeff1_20f81dc2,0,openstack%2Fnova,82875ec1713297627ba7e3b04a3604654e3fc547,1aca2efd1f6fe2a65383deec68c964c90068f426,master,doc/source/admin/networking.rst,doc/source/admin,M,205,nova (else correct neutron above),49,2/27/19 15:28,Iee98e8c0de9780a33917207ac40bc5ffd3045c61,625311,15334,Stephen Finucane,9708,Documentation,FALSE,454,2988,130,7991,25,101,2,2,0,0,192,0,3,0,0,289,289,1,0,1,0,4,1347,3,90,0,0,30,c6fddd785df4efd0acaa3817c1471ab45cdeab57,0.75,0.0668151,0,0.6,0,0,101,5,61.46
9fdfeff1_216483b8,0,openstack%2Fnova,701d653b5ac9a85fe691c77d6d0611f690d00d3a,b01da49dfc38057a751cb59f4a7a99dd7f20b6ff,master,nova/conductor/tasks/live_migrate.py,nova/conductor/tasks,M,167,nit: hypervisor,63,2/28/19 15:04,I5127227a1e3d76dd413a820b048547ba578aff6b,635350,9555,Matthew Booth,8768,Documentation,FALSE,411,417,4,1786598,3,7,2,2,1,0,452,0,79,0,0,455,98,1,0,0.215385,0,146,197,2,2,0,0,5,4da058723332a58323640fabce3d95902946a07d,0.0136986,0.0101523,0,0.000279564,0,0,65,2,51.89
9fdfeff1_21bd63b6,1,openstack%2Fnova,1bb006516ecf68c4d43884780dfef748da8cfb46,8e9fa1ad1e55a2b40e4c74f4c64a042a829b36a5,master,nova/virt/libvirt/driver.py,nova/virt/libvirt,M,6308,"We should log that we expected to find the pgpu in a child provider with name %(rp_name)s. If this exception winds up in the user's face, do it as a separate log message; otherwise include it in the exception text itself.",49,2/15/19 15:22,Ia8f43199f70da9c5867acd9a76c43ca8c2c11c80,636591,14070,Eric Fried,7166,Alternate Output,REFACTOR,260,1331,28,16226,3,64,1,1,0,0,9088,64,2476,8,0.00590049,9138,1430,1406,0.00323102,0.156489,0.00704225,2764,4132,88,118,3.63,2,5,2d00da78d5799c9d47fff8ab5fbd68f43ed35b35,0.0318379,0.0285576,0.00704225,0.0010248,3.87,3.39,69,44,63.39
9fdfeff1_21e65a18,1,openstack%2Fnova,a77fc3458274b6778ba3a7a61cfb1cbaca229eae,d928de52fe2fe43d9eae796bf60273551a61e2f3,master,nova/network/linux_net.py,nova/network,M,936,"We lose the fakeyfake behavior of _execute; but I guess since tests don't blow up, that must be okay.",48,2/7/19 14:35,I956d761b1dc0bdafd4cd29540b7d16ed0bd0f45f,635432,14070,Eric Fried,2271,Other,OTHER,259,1310,38,29881,1,14,2,2,0,0,1671,0,0,0,0,1672,141,268,0,0.0843301,0,455,1382,9,31,0,1,6,0250d66219f0b51934ef542aecedf5139758a24f,0.0197802,0.0224313,0,0.000433777,0,0,20,20,61.83
9fdfeff1_22cf2e2a,1,openstack%2Fnova,f5d236f868a598f8f241df759c516ec49e3779b0,2fc904acf6d13fed8f81a9dbb88a1bfce06287da,master,nova/conductor/manager.py,nova/conductor,M,1270,"Christ almighty this is a big method and we should break it up or condense somehow. I remember it was a single for loop before the counting quotas check introduced in Pike, and I had ideas on how to re-converge to a single for loop for sanity:

https://review.openstack.org/#/c/501408/2/nova/conductor/manager.py@1020

But haven't done that work.

Anyway, unrelated grumbling.",71,2/21/19 20:29,I0c764e441993e32aafef0b18049a425c3c832a50,619528,6873,Matt Riedemann,9708,Organization of code,REFACTOR,2120,6402,345,31783,27,83,2,2,0,0,1522,8,454,3,0.00731955,1557,297,192,0.00660793,0.190751,0.00525624,669,742,203,216,3.68,1,27,f5d236f868a598f8f241df759c516ec49e3779b0,0.303438,0.291105,0.00525624,0.0923901,3.74,3.62,69,69,42
9fdfeff1_22d4aae8,0,openstack%2Fnova,13313811f7aec60b66b6ecc796fac0a04585f1e0,5a09c81af3b438ecbcf27fa653095ff55abb3ed4,master,api-ref/source/servers-actions.inc,api-ref/source,M,289,"drop this and move to the end of the sentence, outside the parenthesis",71,2/14/19 0:24,Iee81ee4ed6d6bbfa2c17955396d4ff7f36f08017,615084,6873,Matt Riedemann,7634,Documentation,FALSE,2099,6357,374,152193,11,26,1,1,1,0,1124,0,59,1,0.0118644,184,184,1,0.0169492,1,0,70,1687,30,267,0,0,13,a925c8b06de9205eb69ff1272d8a64f06dfe7eda,0.428571,0.158269,0,0.187123,0,0,26,13,52.36
9fdfeff1_233726b3,1,openstack%2Fnova,ecd0d0c3572f77b844e5dd9657204d23ada12318,b0eb4c5f8c7768b2c5cefdb6c5b3e8688f65b1ba,master,nova/conf/api.py,nova/conf,M,323,"This is presumptive and we have to make sure we update it, right? I would tend to put this in the patch that adds the microversion because that's the first place it can be hit...",66,2/8/19 18:06,Icbe27c941c9b934f8f1894e9b9da1d34f047e942,635121,4393,Dan Smith,26936,Documentation,DOCUMENT,1213,4185,66,12524,4,111,6,3,0,0,376,0,52,0,0,381,14,1,0,0.0367454,0,67,1076,14,120,3.73,2,6,646d5757441a4dd80a2962847ef81e25d5506968,0.208955,0.111524,0,0.0460931,3.63,3.83,91,36,40.38
9fdfeff1_2344341b,0,openstack%2Fnova,ae5f4cdcbc0896fb4ac67b3b76587da0b4e38190,d2a87a44468f91d5a468e1262e7e2fd8c7add35c,master,nova/tests/functional/regressions/test_bug_1815153.py,nova/tests/functional/regressions,A,161,the,71,2/20/19 14:07,I2131558f0edfe603ee1e8d8bae66a3caf5182a58,636271,6873,Matt Riedemann,7634,Documentation,FALSE,2237,6618,438,120613,6,275,4,4,1,1,158,0,0,0,0,172,35,9,0,0.203488,0,0,240,0,207,0,0,7,67d5970445818f2f245cf1b6d9d46c36fb220f04,0,0.8625,0,0,0,0,42,1,42.07
9fdfeff1_23b994e8,1,openstack%2Fnova,ae5f4cdcbc0896fb4ac67b3b76587da0b4e38190,d2a87a44468f91d5a468e1262e7e2fd8c7add35c,master,nova/objects/request_spec.py,nova/objects,M,526,"Why don't we just handle this with the other 3 in the condition above? The field doesn't get persisted, nor does it get overwritten if its already set on spec. Why do we need to set it to None if it wasn't originally set? Since it's not persisted, we shouldn't hit a case where the setattr on L533 tries to set it from the DB.",71,2/20/19 14:07,I2131558f0edfe603ee1e8d8bae66a3caf5182a58,636271,6873,Matt Riedemann,7634,Solution Approach,REFACTOR,2237,6618,438,120613,6,275,4,4,1,0,871,1,54,1,0.0013468,879,150,165,0.0185185,0.170648,0.00114811,117,2188,79,903,4,1,7,67d5970445818f2f245cf1b6d9d46c36fb220f04,0.675214,0.412706,0.00114811,0.457772,3.88,4.12,42,70,42.07
9fdfeff1_23fc393d,1,openstack%2Fnova,95c01d25e95da9a5ad704e8f945f03a252b42ed5,5fc1f74cd2ec2f42b227086e87bd247059804064,master,nova/api/openstack/compute/views/servers.py,nova/api/openstack/compute/views,M,472,"See comments in:

https://review.openstack.org/#/c/591657/29/nova/api/openstack/compute/views/servers.py@507",71,2/6/19 14:01,Ie101678f8b9f0e624c84a355e6a7249dfe0530c4,635146,6873,Matt Riedemann,26936,Other,OTHER,2223,6604,80,5886,1,91,2,2,0,0,568,25,80,1,0.0157407,630,100,106,0.0125,0.15873,0.0440141,143,262,46,72,0,2,13,3a1b9abe39ef0bf4fab67a9f1144adf76ffd1b85,0.321678,0.274809,0.0329815,0.104992,0,0,41,18,58.58
9fdfeff1_2447ec1f,1,openstack%2Fnova,451d41a9deaf4bdba20509afc15a73df02e400f7,5283b464b5c4976224a8d7ea3898dfe3e6bec786,master,nova/virt/ironic/driver.py,nova/virt/ironic,M,704,"A future improvement might be to only call ServiceList.get_all_computes_by_hv_type() if CONF.ironic.peer_list is None. Otherwise, add a new ServiceList.get_compute_by_hosts() method that allows you to filter to just the peer_list values.",95,2/26/19 15:42,I1b184ff37948dc403fe38874613cd4d870c644fd,635006,7,Jay Pipes,10343,Design discussion,DISCUSS,370,3624,19,6434,7,228,7,5,0,0,2108,11,231,2,0.0144051,2170,243,245,0.00865801,0.111982,0.00521822,324,368,49,53,3.865,1,8,2728dec51a6011c7d340d7f6d98ccf30cd7249e0,0.151235,0.144022,0.00521822,0.0232669,3.66,4.07,122,43,40.48
9fdfeff1_246a87ec,1,openstack%2Fnova,3885bb228a7eea6e14dbea21d3c14d45068364e2,6489f2d2b44827d133dad9a3bb52436ee304a934,master,nova/compute/manager.py,nova/compute,M,1581,Adding the raises to the driver interface docstring would be good.,70,1/29/19 15:09,Ia9cc1c250483c31f44cdbba4f6342ac8d7fbe92b,616777,6873,Matt Riedemann,4690,Documentation,DOCUMENT,2108,6378,495,394864,11,316,8,6,0,0,8263,269,3471,57,0.0238422,8295,1063,924,0.0164218,0.128149,0.0325548,3066,5448,859,1616,3.73,1,13,bb0906f4f3199295e9f65bd4c8f6cab995f4ec42,0.28017,0.296623,0.0325548,0.0785608,3.63,3.83,171,11,39.06
9fdfeff1_249fec50,1,openstack%2Fnova,451d41a9deaf4bdba20509afc15a73df02e400f7,5283b464b5c4976224a8d7ea3898dfe3e6bec786,master,nova/virt/ironic/driver.py,nova/virt/ironic,M,711,"just thinking through this... does this block need to have a guard for the 1.46 version support as well? If peer_list is not None, but Ironic doesn't support 1.46, that means that instead of hashing a subset of nodes across a subset of nova-compute peer services, *all* nodes will be hashed across a subset of nova-compute peer services.

This means that if a deployer configures two separate peering groups of nova-compute services and Ironic doesn't support 1.46 API, that multiple nova-compute services will end up managing the same Ironic node, right?",95,2/26/19 15:42,I1b184ff37948dc403fe38874613cd4d870c644fd,635006,7,Jay Pipes,10343,Question,DISCUSS,370,3624,19,6434,7,228,7,5,0,0,2108,11,231,2,0.0144051,2170,243,245,0.00865801,0.111982,0.00521822,324,368,49,53,3.985,2,8,2728dec51a6011c7d340d7f6d98ccf30cd7249e0,0.151235,0.144022,0.00521822,0.0232669,3.89,4.08,122,101,40.48
9fdfeff1_25734f82,1,openstack%2Fnova,ba39214197efc45cd634ab0476393b7ce1548e26,6c239c2390799fef03ba4f7d00762a4a96f62819,master,nova/network/neutronv2/api.py,nova/network/neutronv2,M,1697,One more small thing - you don't have a unit test for this case.,71,2/27/19 14:46,I0fb35036e77e9abe141fe8831b4c23d02e567b96,622421,6873,Matt Riedemann,9708,Validation,FUNCTION,2136,6446,352,5495,29,238,7,6,0,0,3309,302,0,0,0,3341,496,513,0,0.148459,0.0912662,671,690,311,320,4.155,2,33,859a0ac11842101c902a98165277175d984c3352,0.463487,0.463768,0,0.215191,4.5,3.81,49,14,39.67
9fdfeff1_258c4634,1,openstack%2Fnova,a1502ee01468630f53bfc16cba06a323c803489e,2b3ba2286a6d2733c33aecdbbacc576085b142fc,master,nova/compute/api.py,nova/compute,M,552,"Let's not tightly couple how this is used to what uses it, so remove this part.",72,3/4/19 21:30,I06fad233006c7bab14749a51ffa226c3801f951b,620706,6873,Matt Riedemann,28433,Documentation,DOCUMENT,2126,6420,6,3307,31,290,8,6,0,0,6053,117,2356,28,0.0185446,6104,914,889,0.0118845,0.149738,0.0193293,2080,5456,580,1620,3.73,2,32,5e7b840e48eb480ba1955e6ba52fbcaf9884c3fa,0.278846,0.296921,0.0193293,0.0778518,3.63,3.83,188,17,31.38
9fdfeff1_25df660d,1,openstack%2Fnova,a1502ee01468630f53bfc16cba06a323c803489e,2b3ba2286a6d2733c33aecdbbacc576085b142fc,master,nova/tests/unit/compute/test_compute_api.py,nova/tests/unit/compute,M,1943,We should assert this is *not* called for cold migrate.,72,3/4/19 21:30,I06fad233006c7bab14749a51ffa226c3801f951b,620706,6873,Matt Riedemann,28433,Validation,FUNCTION,2126,6420,6,3307,31,290,8,6,0,0,7221,303,389,11,0.0245732,7229,232,544,0.0282776,0.032093,0.0419609,517,2221,299,1081,4.155,2,32,5e7b840e48eb480ba1955e6ba52fbcaf9884c3fa,0.578337,0.486718,0.0419609,0.334944,4.5,3.81,188,10,31.38
9fdfeff1_2602fdbb,1,openstack%2Fnova,38f2ce549ce4b21d5085824df701f9d2392b5604,047f8c71c2bc45e4a2c00394f23cd953236f6050,master,nova/cmd/status.py,nova/cmd,M,201,"I figured you'd want to still query it manually and just use the templating functions to fill it out, but whatever you want is cool with me.

Was nova-status supposed to run against N-1 code and DB? If so, would this be a problem?",67,3/5/19 15:02,I5ce175517f6feb6e82ba507078a565b71427a4b0,641021,4393,Dan Smith,6873,Question,DISCUSS,1214,4229,1089,3742,1,61,1,1,1,0,499,0,45,0,0,520,113,55,0,0.217308,0,70,776,16,233,3.985,2,1,38f2ce549ce4b21d5085824df701f9d2392b5604,0.228571,0.300258,0,0.0547284,3.89,4.08,205,47,48.81
9fdfeff1_262bdd33,1,openstack%2Fnova,cd7df1864634f09a728bfa9adcb78c431e05ae51,549f899d9b31714c2efbfa476822257cec83bd8a,stable/rocky,nova/privsep/path.py,nova/privsep,M,75,"We can't do this. This will potentially create an empty file in the image cache. The image cache doesn't verify the contents of files, only that they exist, so this would potentially lead to a situation where the only way to recover is for the operator to manually delete things from the image cache.

This is most likely only required due to some behaviour that nfs lacks by default. Perhaps something relating to flushing? We need to find and address the root cause rather than adding a workaround which is likely to bite us at some point.",63,3/5/19 15:03,Id68aa27a8ab08d9c00655e5ed6b48d194aa8e6f6,641023,9555,Matthew Booth,17280,Resource,FUNCTION,413,423,1,2165,1,18,2,2,1,0,125,0,4,0,0,123,22,11,0,0.178862,0,5,98,1,6,3.825,2,1,cd7df1864634f09a728bfa9adcb78c431e05ae51,0.2,0.0612245,0,0.0666667,3.96,3.69,68,99,55.74
9fdfeff1_26393ea3,1,openstack%2Fnova,0b92325fe14eda062c78de2c3423ca4834861152,b164aaac1f036455205d2457abc3ae75769bf42f,master,nova/tests/unit/api/openstack/compute/test_shelve.py,nova/tests/unit/api/openstack/compute,M,68,Redundant with the functional test so I'm not sure we need this.,70,1/28/19 18:22,I5a956513f3485074023e027430cc52ee7a3f92e4,630725,6873,Matt Riedemann,9708,Organization of code,REFACTOR,2190,6538,381,12678,4,103,3,3,0,0,179,0,12,0,0,202,15,16,0,0.0742574,0,19,1242,3,505,3.68,2,4,0b92325fe14eda062c78de2c3423ca4834861152,0.157895,0.406602,0,0.0315789,3.74,3.62,67,13,63.7
9fdfeff1_264fd06b,1,openstack%2Fnova,d056623bf4aa1bbe970f96c3a8b7fe14a5959090,bff3fd1cdbc441bf8d0bbe91099c2b2c57578b31,master,tox.ini,.,M,141,"You haven't said why this fails. Is it because we use the placement fixture here somehow or because we're generating placement API samples too? If the latter, I assume we're going to stop doing that at some point, right? If so, maybe add a TODO to remove this again when that happens",49,2/14/19 14:27,I815b8b3cff5dcbb0fc4be5f1d85019111c2009e5,633620,15334,Stephen Finucane,6873,Question,DISCUSS,468,3045,602,261049,2,1,1,1,1,0,301,0,339,3,0.0117821,302,302,1,0.00884956,1,0,25348,1,424,0,3.985,2,3,6ae35e11b8cd5d84d270cfb83038c676a6394667,0.0167272,0,0,0.000280447,3.89,4.08,37,55,63.19
9fdfeff1_268f5d24,1,openstack%2Fnova,1df30a2c42f74e74b344581f56fb1a0c131a2774,a8e992b1057a3c0c56478baaf6f090aad87438d4,master,nova/virt/libvirt/guest.py,nova/virt/libvirt,M,247,"I really don't like putting vif type specific checks in this code. https://review.openstack.org/#/c/627537/1/nova/virt/libvirt/vif.py is definitely more generic - why was that abandoned?

I think at the very least there should be a comment in this code that vhostuser is special since target_dev is not set for that vif type.",70,1/22/19 21:16,Iaf185b98c236df47e44cda0732ee0aed1fd6323d,627540,6873,Matt Riedemann,27794,Question,DISCUSS,2183,6514,0,1268435,5,31,2,2,1,0,969,23,97,2,0.0199874,970,109,166,0.0206186,0.112371,0.0237358,151,4091,67,1163,3.985,1,8,a19c38a6ab13cdf2509a1f9f9d39c7f0a70ba121,0.443709,0.284283,0.0237358,0.198501,3.89,4.08,69,61,40.04
9fdfeff1_26b522ce,1,openstack%2Fnova,5a8b0956f6a5e9ca2be4388129de7ca9728cc27b,3548cf59217f62966a21ea65a8cb744606431bd6,master,nova/objects/request_spec.py,nova/objects,M,762,is not supported,49,2/20/19 15:00,Id7827fe8dc27112e342dc25c902c8dbc25f63b94,616239,14070,Eric Fried,9708,Documentation,DOCUMENT,246,1194,138,24221,32,713,2,2,0,0,871,0,54,0,0,1046,198,186,0,0.189293,0,113,2137,15,117,3.73,1,33,2fc904acf6d13fed8f81a9dbb88a1bfce06287da,0.132743,0.0547496,0,0.0186306,3.63,3.83,188,3,45.09
9fdfeff1_26c85e20,0,openstack%2Fnova,2db2839be9864f054a430b2013fdc3ba09a4eb69,f2ba72e88cab86b2ab72aace9fd96c77fcb1d012,master,nova/conductor/manager.py,nova/conductor,M,1262,"Gross, we don't already have the allocations in the Selection object?

 jsonutils.loads(host.allocation_request)

Or is that not guaranteed to be there?",49,2/12/19 20:56,I0c764e441993e32aafef0b18049a425c3c832a50,619528,14070,Eric Fried,9708,Question,FALSE,250,1218,142,18602,17,83,2,2,0,0,1522,14,454,2,0.00872343,1557,297,192,0.00440529,0.190751,0.00919842,669,742,21,23,0,0,27,f5d236f868a598f8f241df759c516ec49e3779b0,0.0313901,0.0309973,0.00566572,0.00103072,0,0,69,25,42
9fdfeff1_26d98bf3,1,openstack%2Fnova,8fa8ed15fc94e0b0e7d3b51860ec0e0bf6a66d26,34e595f2a7ac1cd16ea13d0e3a14899b89f94998,master,api-guide/source/server_concepts.rst,api-guide/source,M,481,"As I mentioned in the bug report, this configuration information should probably move to the admin docs for configuring resize:

https://docs.openstack.org/nova/latest/admin/configuration/resize.html

It doesn't really belong in the API user guide.",71,2/21/19 13:47,If739877422d5743e221c57be53ed877475db0647,638357,6873,Matt Riedemann,7634,Documentation,DOCUMENT,2252,6652,444,21880,1,8,1,1,1,0,1005,4,53,1,0.022362,1003,1003,1,0.0188679,1,0.0039801,48,166,11,25,3.73,2,3,5fdcb2ca4913f9813b50162131188a7520b41bd6,0.229167,0.150602,0.0039801,0.0561224,3.63,3.83,24,40,51.85
9fdfeff1_26e9e7e4,1,openstack%2Fnova,570ad369928c296aac59a3e81ceb45a4ff2e19a7,2f77e7ad90300458f4cdaefabb8e62aadec6c5fd,master,nova/tests/functional/test_report_client.py,nova/tests/functional,M,306,No need to keep this? Does something else test the fix for bug 1746615?,71,2/1/19 19:33,I1a305847f0310c8d4babd5a625e4cc7bffe5b086,615705,6873,Matt Riedemann,14070,Question,DISCUSS,2108,6365,348,1385929,20,1360,10,7,0,0,1490,0,18,0,0,1442,223,57,0,0.154646,0,24,687,17,344,3.985,2,20,570ad369928c296aac59a3e81ceb45a4ff2e19a7,0.708333,0.500728,0,0.51,3.89,4.08,163,14,52.09
9fdfeff1_273c32be,1,openstack%2Fnova,29d617457be6c5d8a9cd01dd5b533204166cada3,56811efa3583dfa3c03f9e43a9802bbe21e45bbd,master,nova/virt/libvirt/driver.py,nova/virt/libvirt,M,5734,extra ws,46,1/23/19 7:27,I4e892e6b75aa5c222ec8154f2f4ad832b556ccbf,632606,15888,Zhenyu Zheng,20190,Visual Representation,REFACTOR,228,1418,5,2588,2,14,2,1,0,0,9096,5,2468,4,0.00252204,9096,1402,1400,0.00162075,0.154134,0.000549692,2749,4107,104,122,2.915,1,3,9f04a0b37b0099854b078f3e653ec49f0a7e783d,0.0378319,0.0297054,0.000549692,0.00144449,2.71,3.12,18,2,62.68
9fdfeff1_27535c3b,0,openstack%2Fnova,590a2b6bbf71294d187d7082cc302069797db029,95287619c9f59ea91537ac5789dda25aab41f5f6,master,tox.ini,.,M,2,Why not change this to 3.0?,71,2/13/19 23:47,I779a17afade78997ab084909a9e6a46b0f91f055,636378,6873,Matt Riedemann,14070,Question,FALSE,2237,6620,396,112931,1,3,1,1,0,0,301,0,339,12,0.0377408,304,304,1,0.0353982,1,0,25429,1,296,0,0,0,1,590a2b6bbf71294d187d7082cc302069797db029,0.0116403,0,0,0.000135948,0,0,87,7,69.38
9fdfeff1_278a4ebb,1,openstack%2Fnova,86fb5fd4fe484838b2d70bcdd914fe04c020a7d6,29e5b0ad7bde210f95885656768f0480d06882c0,master,nova/tests/functional/api_sample_tests/test_servers.py,nova/tests/functional/api_sample_tests,M,433,I still think we can avoid this and most of _test_servers_post by passing extra_subs to _post_server in the base class so we can pass in the sg_uuid for the server create template. I'll pull this down and tinker with it.,71,2/28/19 18:51,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,6873,Matt Riedemann,7543,Solution Approach,REFACTOR,2134,6437,4,29398,30,950,33,11,0,0,752,57,52,2,0.0449927,866,41,81,0.0384615,0.0473441,0.0757979,78,354,31,149,4,1,31,2cc7c0e58924b201d5353a6289883b0aec760543,0.397436,0.420904,0.0757979,0.160987,3.88,4.12,59,46,53.07
9fdfeff1_2815a4e5,1,openstack%2Fnova,d8f6882f547bd1a92fb38de5aed287d56bf8b233,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,master,nova/compute/api.py,nova/compute,M,626,"How about we put those check into method, then we needn't the hack at line 3570",55,2/25/19 7:31,I06fad233006c7bab14749a51ffa226c3801f951b,620706,5754,Alex Xu,28433,Organization of code,REFACTOR,551,2513,0,924020,24,350,11,8,0,0,6053,7,2356,5,0.00348707,6080,916,887,0.00212224,0.150658,0.00115645,2080,5456,213,463,3.68,1,32,5e7b840e48eb480ba1955e6ba52fbcaf9884c3fa,0.102404,0.0848607,0.00115645,0.0105307,3.74,3.62,162,17,20.38
9fdfeff1_2820e8ab,1,openstack%2Fnova,96524e18fd2d0a11aa0c3c078a401b72839009d7,99ca7d60b41f63446f86ed9be86440a2b250f330,master,nova/pci/manager.py,nova/pci,M,174,"We should probably also update this warning to give the operator some things to check or try, right? Maybe add something like: ""Check your [pci]passthrough_whitelist configuration to make sure this allocated device is whitelisted, and/or you may need to migrate the server to another host if the device is no longer available on this host.""",71,1/31/19 19:40,I6e871311a0fa10beaf601ca6912b4a33ba4094e0,626381,6873,Matt Riedemann,11604,Alternate Output,REFACTOR,2175,6487,43,254313,2,66,2,2,1,0,357,4,38,0,0,374,62,85,0,0.165775,0.0112045,76,247,9,50,3.63,1,5,26c41eccade6412f61f9a8721d853b545061adcc,0.118421,0.202429,0.0112045,0.0153794,3.87,3.39,177,58,58.32
9fdfeff1_28b92414,1,openstack%2Fnova,d8f6882f547bd1a92fb38de5aed287d56bf8b233,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,master,nova/compute/api.py,nova/compute,M,624,why don't we call this method 'get_best_cpu_topology'?  It will call this method and also '_get_possible_cpu_topologies'. '_get_possible_cpu_topologies' will check the possible cpu topo also.,55,2/25/19 7:31,I06fad233006c7bab14749a51ffa226c3801f951b,620706,5754,Alex Xu,28433,Solution Approach,REFACTOR,551,2513,0,924020,24,350,11,8,0,0,6053,7,2356,5,0.00348707,6080,916,887,0.00212224,0.150658,0.00115645,2080,5456,213,463,4,2,32,5e7b840e48eb480ba1955e6ba52fbcaf9884c3fa,0.102404,0.0848607,0.00115645,0.0105307,3.88,4.12,162,33,20.38
9fdfeff1_28d91a7e,1,openstack%2Fnova,a44cae9c1c692811d6e6b29951421f0aeb6af5c5,6e8a69daf14a15fe0b0633f21f4112f19487e9da,master,releasenotes/notes/show-server-group.yaml,releasenotes/notes,A,6,(Rebuild),67,1/28/19 1:09,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,7634,Takashi NATSUME,7543,Documentation,DOCUMENT,383,2657,0,243103,7,273,12,9,0,1,0,0,0,0,0,7,7,1,0,1,0,0,18215,0,309,3.73,1,31,2cc7c0e58924b201d5353a6289883b0aec760543,0,0.016964,0,0,3.63,3.83,45,1,38.18
